epoch,phase,wall_time_s,epoch_time_s
522,adam,8.803442,0.017288
523,adam,8.820606,0.017164
524,adam,8.837906,0.017299
525,adam,8.854936,0.017030
526,adam,8.872219,0.017284
527,adam,8.889447,0.017227
528,adam,8.906649,0.017202
529,adam,8.924195,0.017546
530,adam,8.941376,0.017181
531,adam,8.958667,0.017291
532,adam,8.975685,0.017018
533,adam,8.992854,0.017169
534,adam,9.009938,0.017085
535,adam,9.027989,0.018051
536,adam,9.045804,0.017815
537,adam,9.063449,0.017645
538,adam,9.080707,0.017257
539,adam,9.097921,0.017214
540,adam,9.115104,0.017183
541,adam,9.132231,0.017127
542,adam,9.149493,0.017263
543,adam,9.166372,0.016878
544,adam,9.183715,0.017343
545,adam,9.200671,0.016956
546,adam,9.217889,0.017219
547,adam,9.234987,0.017097
548,adam,9.252189,0.017202
549,adam,9.269126,0.016937
550,adam,9.286447,0.017321
551,adam,9.303651,0.017203
552,adam,9.320904,0.017254
553,adam,9.338007,0.017103
554,adam,9.355193,0.017186
555,adam,9.372271,0.017078
556,adam,9.389554,0.017283
557,adam,9.406542,0.016988
558,adam,9.423795,0.017253
559,adam,9.440902,0.017107
560,adam,9.457806,0.016905
561,adam,9.474885,0.017079
562,adam,9.492180,0.017295
563,adam,9.509225,0.017045
564,adam,9.526553,0.017328
565,adam,9.543618,0.017065
566,adam,9.560858,0.017240
567,adam,9.579160,0.018302
568,adam,9.597068,0.017909
569,adam,9.614300,0.017231
570,adam,9.631730,0.017430
571,adam,9.648917,0.017187
572,adam,9.666288,0.017371
573,adam,9.683202,0.016914
574,adam,9.700419,0.017217
575,adam,9.717443,0.017024
576,adam,9.734737,0.017294
577,adam,9.751772,0.017035
578,adam,9.768886,0.017115
579,adam,9.786199,0.017312
580,adam,9.803447,0.017249
581,adam,9.820596,0.017148
582,adam,9.837983,0.017388
583,adam,9.855288,0.017304
584,adam,9.872409,0.017121
585,adam,9.889770,0.017361
586,adam,9.907125,0.017355
587,adam,9.924773,0.017648
588,adam,9.942032,0.017259
589,adam,9.959117,0.017084
590,adam,9.976334,0.017217
591,adam,9.993786,0.017452
592,adam,10.011042,0.017256
593,adam,10.028351,0.017310
594,adam,10.045576,0.017225
595,adam,10.062679,0.017103
596,adam,10.079883,0.017203
597,adam,10.097202,0.017319
598,adam,10.114371,0.017170
599,adam,10.132161,0.017790
600,adam,10.149864,0.017703
601,adam,10.167225,0.017361
602,adam,10.184119,0.016894
603,adam,10.201258,0.017139
604,adam,10.218170,0.016912
605,adam,10.235285,0.017114
606,adam,10.252066,0.016781
607,adam,10.269218,0.017152
608,adam,10.286106,0.016888
609,adam,10.303390,0.017284
610,adam,10.320522,0.017132
611,adam,10.337632,0.017109
612,adam,10.354873,0.017241
613,adam,10.371607,0.016734
614,adam,10.388521,0.016914
615,adam,10.405440,0.016918
616,adam,10.422322,0.016882
617,adam,10.439457,0.017135
618,adam,10.456454,0.016997
619,adam,10.474043,0.017588
620,adam,10.491079,0.017037
621,adam,10.508091,0.017012
622,adam,10.525310,0.017219
623,adam,10.542269,0.016959
624,adam,10.559250,0.016981
625,adam,10.575930,0.016680
626,adam,10.593047,0.017117
627,adam,10.609952,0.016905
628,adam,10.626809,0.016857
629,adam,10.643822,0.017014
630,adam,10.660752,0.016930
631,adam,10.678599,0.017847
632,adam,10.696088,0.017488
633,adam,10.713315,0.017227
634,adam,10.730373,0.017058
635,adam,10.747494,0.017122
636,adam,10.764587,0.017092
637,adam,10.781341,0.016755
638,adam,10.798371,0.017030
639,adam,10.815192,0.016821
640,adam,10.832398,0.017206
641,adam,10.849479,0.017081
642,adam,10.866536,0.017057
643,adam,10.883519,0.016983
644,adam,10.900499,0.016980
